Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
90;Schöckl;;30.05.15;00:00;10,4333;;;;;;;;;;
90;Schöckl;;30.05.15;00:30;10,1667;;;;;;;;;;
90;Schöckl;;30.05.15;01:00;10,1667;;;;;;;;;;
90;Schöckl;;30.05.15;01:30;10,0667;;;;;;;;;;
90;Schöckl;;30.05.15;02:00;10,2667;;;;;;;;;;
90;Schöckl;;30.05.15;02:30;9,7333;;;;;;;;;;
90;Schöckl;;30.05.15;03:00;9,4333;;;;;;;;;;
90;Schöckl;;30.05.15;03:30;9,5667;;;;;;;;;;
90;Schöckl;;30.05.15;04:00;8,7333;;;;;;;;;;
90;Schöckl;;30.05.15;04:30;9;;;;;;;;;;
90;Schöckl;;30.05.15;05:00;9,8667;;;;;;;;;;
90;Schöckl;;30.05.15;05:30;10,3;;;;;;;;;;
90;Schöckl;;30.05.15;06:00;10,8333;;;;;;;;;;
90;Schöckl;;30.05.15;06:30;12,1667;;;;;;;;;;
90;Schöckl;;30.05.15;07:00;12,1;;;;;;;;;;
90;Schöckl;;30.05.15;07:30;12,5667;;;;;;;;;;
90;Schöckl;;30.05.15;08:00;12,3667;;;;;;;;;;
90;Schöckl;;30.05.15;08:30;12,5333;;;;;;;;;;
90;Schöckl;;30.05.15;09:00;13;;;;;;;;;;
90;Schöckl;;30.05.15;09:30;13;;;;;;;;;;
90;Schöckl;;30.05.15;10:00;12,3667;;;;;;;;;;
90;Schöckl;;30.05.15;10:30;11,9333;;;;;;;;;;
90;Schöckl;;30.05.15;11:00;12,4333;;;;;;;;;;
