Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
181;Weiz;;30.05.15;00:00;13,530766;;;;;;;;;;
181;Weiz;;30.05.15;00:30;13,128726;;;;;;;;;;
181;Weiz;;30.05.15;01:00;12,735933;;;;;;;;;;
181;Weiz;;30.05.15;01:30;12,772237;;;;;;;;;;
181;Weiz;;30.05.15;02:00;12,562969;;;;;;;;;;
181;Weiz;;30.05.15;02:30;12,272117;;;;;;;;;;
181;Weiz;;30.05.15;03:00;12,69308;;;;;;;;;;
181;Weiz;;30.05.15;03:30;12,58431;;;;;;;;;;
181;Weiz;;30.05.15;04:00;12,007909;;;;;;;;;;
181;Weiz;;30.05.15;04:30;12,059995;;;;;;;;;;
181;Weiz;;30.05.15;05:00;11,311223;;;;;;;;;;
181;Weiz;;30.05.15;05:30;11,943741;;;;;;;;;;
181;Weiz;;30.05.15;06:00;13,17539;;;;;;;;;;
181;Weiz;;30.05.15;06:30;14,463685;;;;;;;;;;
181;Weiz;;30.05.15;07:00;15,781969;;;;;;;;;;
181;Weiz;;30.05.15;07:30;17,202839;;;;;;;;;;
181;Weiz;;30.05.15;08:00;17,941803;;;;;;;;;;
181;Weiz;;30.05.15;08:30;18,707682;;;;;;;;;;
181;Weiz;;30.05.15;09:00;19,350542;;;;;;;;;;
181;Weiz;;30.05.15;09:30;19,926243;;;;;;;;;;
181;Weiz;;30.05.15;10:00;20,376383;;;;;;;;;;
181;Weiz;;30.05.15;10:30;21,389673;;;;;;;;;;
181;Weiz;;30.05.15;11:00;22,3718;;;;;;;;;;
181;Weiz;;30.05.15;11:30;23,296314;;;;;;;;;;
