Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
107;Voitsbg.;;28.05.15;00:00;9,320515;;;;;;;;;;
107;Voitsbg.;;28.05.15;00:30;8,810816;;;;;;;;;;
107;Voitsbg.;;28.05.15;01:00;8,647814;;;;;;;;;;
107;Voitsbg.;;28.05.15;01:30;8,336039;;;;;;;;;;
107;Voitsbg.;;28.05.15;02:00;7,959771;;;;;;;;;;
107;Voitsbg.;;28.05.15;02:30;7,631454;;;;;;;;;;
107;Voitsbg.;;28.05.15;03:00;7,2277465;;;;;;;;;;
107;Voitsbg.;;28.05.15;03:30;6,463104;;;;;;;;;;
107;Voitsbg.;;28.05.15;04:00;5,8093886;;;;;;;;;;
107;Voitsbg.;;28.05.15;04:30;5,278754;;;;;;;;;;
107;Voitsbg.;;28.05.15;05:00;4,954754;;;;;;;;;;
107;Voitsbg.;;28.05.15;05:30;5,3640566;;;;;;;;;;
107;Voitsbg.;;28.05.15;06:00;6,3345995;;;;;;;;;;
107;Voitsbg.;;28.05.15;06:30;7,7852087;;;;;;;;;;
107;Voitsbg.;;28.05.15;07:00;9,52203;;;;;;;;;;
107;Voitsbg.;;28.05.15;07:30;10,104504;;;;;;;;;;
107;Voitsbg.;;28.05.15;08:00;11,977562;;;;;;;;;;
107;Voitsbg.;;28.05.15;08:30;13,269185;;;;;;;;;;
107;Voitsbg.;;28.05.15;09:00;13,991237;;;;;;;;;;
107;Voitsbg.;;28.05.15;09:30;15,09447;;;;;;;;;;
107;Voitsbg.;;28.05.15;10:00;15,75075;;;;;;;;;;
107;Voitsbg.;;28.05.15;10:30;16,240433;;;;;;;;;;
107;Voitsbg.;;28.05.15;11:00;16,736565;;;;;;;;;;
107;Voitsbg.;;28.05.15;11:30;17,291843;;;;;;;;;;
107;Voitsbg.;;28.05.15;12:00;17,893782;;;;;;;;;;
107;Voitsbg.;;28.05.15;12:30;18,316763;;;;;;;;;;
107;Voitsbg.;;28.05.15;13:00;18,83978;;;;;;;;;;
107;Voitsbg.;;28.05.15;13:30;19,04861;;;;;;;;;;
107;Voitsbg.;;28.05.15;14:00;19,301249;;;;;;;;;;
107;Voitsbg.;;28.05.15;14:30;19,609661;;;;;;;;;;
107;Voitsbg.;;28.05.15;15:00;19,885853;;;;;;;;;;
107;Voitsbg.;;28.05.15;15:30;19,416174;;;;;;;;;;
107;Voitsbg.;;28.05.15;16:00;19,347124;;;;;;;;;;
