Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
145;Kapfenbg;;30.05.15;00:00;11,722246;;;;;;;;;;
145;Kapfenbg;;30.05.15;00:30;11,22375;;;;;;;;;;
145;Kapfenbg;;30.05.15;01:00;10,688804;;;;;;;;;;
145;Kapfenbg;;30.05.15;01:30;10,229181;;;;;;;;;;
145;Kapfenbg;;30.05.15;02:00;9,900557;;;;;;;;;;
145;Kapfenbg;;30.05.15;02:30;9,584642;;;;;;;;;;
145;Kapfenbg;;30.05.15;03:00;9,248963;;;;;;;;;;
145;Kapfenbg;;30.05.15;03:30;8,94048;;;;;;;;;;
145;Kapfenbg;;30.05.15;04:00;8,785387;;;;;;;;;;
145;Kapfenbg;;30.05.15;04:30;8,516071;;;;;;;;;;
145;Kapfenbg;;30.05.15;05:00;8,75513;;;;;;;;;;
145;Kapfenbg;;30.05.15;05:30;9,371067;;;;;;;;;;
145;Kapfenbg;;30.05.15;06:00;10,141432;;;;;;;;;;
145;Kapfenbg;;30.05.15;06:30;10,918731;;;;;;;;;;
145;Kapfenbg;;30.05.15;07:00;12,035118;;;;;;;;;;
145;Kapfenbg;;30.05.15;07:30;13,075263;;;;;;;;;;
145;Kapfenbg;;30.05.15;08:00;13,529843;;;;;;;;;;
145;Kapfenbg;;30.05.15;08:30;14,609474;;;;;;;;;;
145;Kapfenbg;;30.05.15;09:00;15,085337;;;;;;;;;;
145;Kapfenbg;;30.05.15;09:30;15,570466;;;;;;;;;;
145;Kapfenbg;;30.05.15;10:00;17,084776;;;;;;;;;;
145;Kapfenbg;;30.05.15;10:30;18,81802;;;;;;;;;;
145;Kapfenbg;;30.05.15;11:00;18,999828;;;;;;;;;;
145;Kapfenbg;;30.05.15;11:30;20,010525;;;;;;;;;;
