Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
182;Liezen;;28.05.15;00:00;6,8037877;;;;;;;;;;
182;Liezen;;28.05.15;00:30;6,9380026;;;;;;;;;;
182;Liezen;;28.05.15;01:00;6,8202033;;;;;;;;;;
182;Liezen;;28.05.15;01:30;6,771835;;;;;;;;;;
182;Liezen;;28.05.15;02:00;6,712569;;;;;;;;;;
182;Liezen;;28.05.15;02:30;6,5703797;;;;;;;;;;
182;Liezen;;28.05.15;03:00;6,660421;;;;;;;;;;
182;Liezen;;28.05.15;03:30;6,7810187;;;;;;;;;;
182;Liezen;;28.05.15;04:00;6,4041476;;;;;;;;;;
182;Liezen;;28.05.15;04:30;6,175628;;;;;;;;;;
182;Liezen;;28.05.15;05:00;5,9976964;;;;;;;;;;
182;Liezen;;28.05.15;05:30;5,7231092;;;;;;;;;;
182;Liezen;;28.05.15;06:00;5,6157136;;;;;;;;;;
182;Liezen;;28.05.15;06:30;7,0716777;;;;;;;;;;
182;Liezen;;28.05.15;07:00;7,510671;;;;;;;;;;
182;Liezen;;28.05.15;07:30;8,156977;;;;;;;;;;
182;Liezen;;28.05.15;08:00;9,695503;;;;;;;;;;
182;Liezen;;28.05.15;08:30;10,656302;;;;;;;;;;
182;Liezen;;28.05.15;09:00;11,923784;;;;;;;;;;
182;Liezen;;28.05.15;09:30;13,2446;;;;;;;;;;
182;Liezen;;28.05.15;10:00;14,296544;;;;;;;;;;
182;Liezen;;28.05.15;10:30;15,2396555;;;;;;;;;;
182;Liezen;;28.05.15;11:00;16,091475;;;;;;;;;;
182;Liezen;;28.05.15;11:30;16,50041;;;;;;;;;;
182;Liezen;;28.05.15;12:00;17,362392;;;;;;;;;;
182;Liezen;;28.05.15;12:30;17,616463;;;;;;;;;;
182;Liezen;;28.05.15;13:00;18,304192;;;;;;;;;;
182;Liezen;;28.05.15;13:30;18,394093;;;;;;;;;;
182;Liezen;;28.05.15;14:00;18,551819;;;;;;;;;;
182;Liezen;;28.05.15;14:30;19,124857;;;;;;;;;;
182;Liezen;;28.05.15;15:00;18,993793;;;;;;;;;;
182;Liezen;;28.05.15;15:30;18,764877;;;;;;;;;;
182;Liezen;;28.05.15;16:00;19,08694;;;;;;;;;;
