Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
170;Graz-S;;30.05.15;00:00;14,892186;;;;;;;;;;
170;Graz-S;;30.05.15;00:30;14,140587;;;;;;;;;;
170;Graz-S;;30.05.15;01:00;13,392322;;;;;;;;;;
170;Graz-S;;30.05.15;01:30;13,327234;;;;;;;;;;
170;Graz-S;;30.05.15;02:00;13,606454;;;;;;;;;;
170;Graz-S;;30.05.15;02:30;13,343643;;;;;;;;;;
170;Graz-S;;30.05.15;03:00;12,295846;;;;;;;;;;
170;Graz-S;;30.05.15;03:30;11,353506;;;;;;;;;;
170;Graz-S;;30.05.15;04:00;10,867022;;;;;;;;;;
170;Graz-S;;30.05.15;04:30;10,550313;;;;;;;;;;
170;Graz-S;;30.05.15;05:00;10,659424;;;;;;;;;;
170;Graz-S;;30.05.15;05:30;11,6773815;;;;;;;;;;
170;Graz-S;;30.05.15;06:00;12,492261;;;;;;;;;;
170;Graz-S;;30.05.15;06:30;13,4868765;;;;;;;;;;
170;Graz-S;;30.05.15;07:00;15,002403;;;;;;;;;;
170;Graz-S;;30.05.15;07:30;16,722198;;;;;;;;;;
170;Graz-S;;30.05.15;08:00;17,939945;;;;;;;;;;
170;Graz-S;;30.05.15;08:30;19,248884;;;;;;;;;;
170;Graz-S;;30.05.15;09:00;20,30873;;;;;;;;;;
170;Graz-S;;30.05.15;09:30;20,908197;;;;;;;;;;
170;Graz-S;;30.05.15;10:00;21,292635;;;;;;;;;;
170;Graz-S;;30.05.15;10:30;22,276411;;;;;;;;;;
170;Graz-S;;30.05.15;11:00;22,89487;;;;;;;;;;
170;Graz-S;;30.05.15;11:30;23,311207;;;;;;;;;;
