Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
137;Hochgöß.;;30.05.15;00:00;13,372428;;;;;;;;;;
137;Hochgöß.;;30.05.15;00:30;13,1185875;;;;;;;;;;
137;Hochgöß.;;30.05.15;01:00;12,638287;;;;;;;;;;
137;Hochgöß.;;30.05.15;01:30;13,028664;;;;;;;;;;
137;Hochgöß.;;30.05.15;02:00;12,499916;;;;;;;;;;
137;Hochgöß.;;30.05.15;02:30;13,004927;;;;;;;;;;
137;Hochgöß.;;30.05.15;03:00;13,494063;;;;;;;;;;
137;Hochgöß.;;30.05.15;03:30;13,836079;;;;;;;;;;
137;Hochgöß.;;30.05.15;04:00;14,405148;;;;;;;;;;
137;Hochgöß.;;30.05.15;04:30;13,9578085;;;;;;;;;;
137;Hochgöß.;;30.05.15;05:00;13,958978;;;;;;;;;;
137;Hochgöß.;;30.05.15;05:30;14,214661;;;;;;;;;;
137;Hochgöß.;;30.05.15;06:00;15,414579;;;;;;;;;;
137;Hochgöß.;;30.05.15;06:30;15,09678;;;;;;;;;;
137;Hochgöß.;;30.05.15;07:00;14,753822;;;;;;;;;;
137;Hochgöß.;;30.05.15;07:30;14,3870945;;;;;;;;;;
137;Hochgöß.;;30.05.15;08:00;15,561815;;;;;;;;;;
137;Hochgöß.;;30.05.15;08:30;15,922451;;;;;;;;;;
137;Hochgöß.;;30.05.15;09:00;15,849137;;;;;;;;;;
137;Hochgöß.;;30.05.15;09:30;16,316498;;;;;;;;;;
137;Hochgöß.;;30.05.15;10:00;16,904434;;;;;;;;;;
137;Hochgöß.;;30.05.15;10:30;16,34009;;;;;;;;;;
137;Hochgöß.;;30.05.15;11:00;16,566141;;;;;;;;;;
137;Hochgöß.;;30.05.15;11:30;16,685883;;;;;;;;;;
