Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
194;Mürzzus.;;30.05.15;00:00;10,221716;;;;;;;;;;
194;Mürzzus.;;30.05.15;00:30;9,6521225;;;;;;;;;;
194;Mürzzus.;;30.05.15;01:00;9,0894375;;;;;;;;;;
194;Mürzzus.;;30.05.15;01:30;8,655443;;;;;;;;;;
194;Mürzzus.;;30.05.15;02:00;8,859981;;;;;;;;;;
194;Mürzzus.;;30.05.15;02:30;8,487673;;;;;;;;;;
194;Mürzzus.;;30.05.15;03:00;8,038147;;;;;;;;;;
194;Mürzzus.;;30.05.15;03:30;8,000481;;;;;;;;;;
194;Mürzzus.;;30.05.15;04:00;7,6975164;;;;;;;;;;
194;Mürzzus.;;30.05.15;04:30;7,582877;;;;;;;;;;
194;Mürzzus.;;30.05.15;05:00;7,6869683;;;;;;;;;;
194;Mürzzus.;;30.05.15;05:30;8,161448;;;;;;;;;;
194;Mürzzus.;;30.05.15;06:00;9,10091;;;;;;;;;;
194;Mürzzus.;;30.05.15;06:30;10,279486;;;;;;;;;;
194;Mürzzus.;;30.05.15;07:00;11,749489;;;;;;;;;;
194;Mürzzus.;;30.05.15;07:30;12,893991;;;;;;;;;;
194;Mürzzus.;;30.05.15;08:00;14,04831;;;;;;;;;;
194;Mürzzus.;;30.05.15;08:30;14,388181;;;;;;;;;;
194;Mürzzus.;;30.05.15;09:00;14,730815;;;;;;;;;;
194;Mürzzus.;;30.05.15;09:30;15,138459;;;;;;;;;;
194;Mürzzus.;;30.05.15;10:00;15,185331;;;;;;;;;;
194;Mürzzus.;;30.05.15;10:30;15,400596;;;;;;;;;;
194;Mürzzus.;;30.05.15;11:00;15,874792;;;;;;;;;;
194;Mürzzus.;;30.05.15;11:30;17,245968;;;;;;;;;;
