Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
106;Köflach;;28.05.15;00:00;9,733944;;;;;;;;;;
106;Köflach;;28.05.15;00:30;9,440261;;;;;;;;;;
106;Köflach;;28.05.15;01:00;9,039585;;;;;;;;;;
106;Köflach;;28.05.15;01:30;8,527944;;;;;;;;;;
106;Köflach;;28.05.15;02:00;8,049259;;;;;;;;;;
106;Köflach;;28.05.15;02:30;7,5748744;;;;;;;;;;
106;Köflach;;28.05.15;03:00;7,347123;;;;;;;;;;
106;Köflach;;28.05.15;03:30;6,842654;;;;;;;;;;
106;Köflach;;28.05.15;04:00;6,129187;;;;;;;;;;
106;Köflach;;28.05.15;04:30;5,746413;;;;;;;;;;
106;Köflach;;28.05.15;05:00;5,442915;;;;;;;;;;
106;Köflach;;28.05.15;05:30;6,1286364;;;;;;;;;;
106;Köflach;;28.05.15;06:00;6,8214235;;;;;;;;;;
106;Köflach;;28.05.15;06:30;7,8861513;;;;;;;;;;
106;Köflach;;28.05.15;07:00;8,548453;;;;;;;;;;
106;Köflach;;28.05.15;07:30;9,822423;;;;;;;;;;
106;Köflach;;28.05.15;08:00;11,435433;;;;;;;;;;
106;Köflach;;28.05.15;08:30;12,722977;;;;;;;;;;
106;Köflach;;28.05.15;09:00;13,473074;;;;;;;;;;
106;Köflach;;28.05.15;09:30;14,377424;;;;;;;;;;
106;Köflach;;28.05.15;10:00;15,149906;;;;;;;;;;
106;Köflach;;28.05.15;10:30;15,7097845;;;;;;;;;;
106;Köflach;;28.05.15;11:00;16,338696;;;;;;;;;;
106;Köflach;;28.05.15;11:30;16,601978;;;;;;;;;;
106;Köflach;;28.05.15;12:00;17,123713;;;;;;;;;;
106;Köflach;;28.05.15;12:30;17,554861;;;;;;;;;;
106;Köflach;;28.05.15;13:00;17,769402;;;;;;;;;;
106;Köflach;;28.05.15;13:30;17,906052;;;;;;;;;;
106;Köflach;;28.05.15;14:00;18,067974;;;;;;;;;;
106;Köflach;;28.05.15;14:30;18,309652;;;;;;;;;;
106;Köflach;;28.05.15;15:00;18,481783;;;;;;;;;;
106;Köflach;;28.05.15;15:30;18,437065;;;;;;;;;;
106;Köflach;;28.05.15;16:00;18,772316;;;;;;;;;;
