Station;Name;;Datum;Uhrzeit;Wert;;;;;;;;;;
17;Kärntn.;;30.05.15;00:00;16,023134;;;;;;;;;;
17;Kärntn.;;30.05.15;00:30;15,339256;;;;;;;;;;
17;Kärntn.;;30.05.15;01:00;14,369931;;;;;;;;;;
17;Kärntn.;;30.05.15;01:30;13,829804;;;;;;;;;;
17;Kärntn.;;30.05.15;02:00;13,487572;;;;;;;;;;
17;Kärntn.;;30.05.15;02:30;13,157035;;;;;;;;;;
17;Kärntn.;;30.05.15;03:00;13,719252;;;;;;;;;;
17;Kärntn.;;30.05.15;03:30;13,03357;;;;;;;;;;
17;Kärntn.;;30.05.15;04:00;12,429;;;;;;;;;;
17;Kärntn.;;30.05.15;04:30;12,715226;;;;;;;;;;
17;Kärntn.;;30.05.15;05:00;11,860534;;;;;;;;;;
17;Kärntn.;;30.05.15;05:30;12,220368;;;;;;;;;;
17;Kärntn.;;30.05.15;06:00;12,283168;;;;;;;;;;
17;Kärntn.;;30.05.15;06:30;12,90829;;;;;;;;;;
17;Kärntn.;;30.05.15;07:00;14,861061;;;;;;;;;;
17;Kärntn.;;30.05.15;07:30;16,097996;;;;;;;;;;
17;Kärntn.;;30.05.15;08:00;16,925629;;;;;;;;;;
17;Kärntn.;;30.05.15;08:30;17,820875;;;;;;;;;;
17;Kärntn.;;30.05.15;09:00;18,36686;;;;;;;;;;
17;Kärntn.;;30.05.15;09:30;19,036581;;;;;;;;;;
17;Kärntn.;;30.05.15;10:00;19,835999;;;;;;;;;;
17;Kärntn.;;30.05.15;10:30;20,825018;;;;;;;;;;
17;Kärntn.;;30.05.15;11:00;21,086662;;;;;;;;;;
